id_usuario|id_libro|estado_lectura|fecha_inicio|fecha_fin|progreso|calificacion|reseña|tipo_progreso
70|270|2|01/03/2025|05/03/2025|100|4.5||porcentaje
70|277|2|01/03/2025|05/03/2025|100|4.5||porcentaje
70|279|2|01/03/2025|05/03/2025|100|5||porcentaje
70|281|2|01/03/2025|05/03/2025|100|4.5||porcentaje
71|159|2|01/03/2025|05/03/2025|100|4.5||porcentaje
71|163|2|01/03/2025|05/03/2025|100|4.5||porcentaje
71|164|2|01/03/2025|05/03/2025|100|4.5||porcentaje
71|168|2|01/03/2025|05/03/2025|100|5||porcentaje
71|173|2|01/03/2025|05/03/2025|100|4.5||porcentaje
71|176|2|01/03/2025|05/03/2025|100|4.5||porcentaje
71|177|2|01/03/2025|05/03/2025|100|4.5||porcentaje
71|179|2|01/03/2025|05/03/2025|100|4.5||porcentaje
71|183|2|01/03/2025|05/03/2025|100|4.5||porcentaje
71|185|2|01/03/2025|05/03/2025|100|5||porcentaje
71|186|2|01/03/2025|05/03/2025|100|5||porcentaje
71|195|2|01/03/2025|05/03/2025|100|4.5||porcentaje
71|203|2|01/03/2025|05/03/2025|100|5||porcentaje
71|206|2|01/03/2025|05/03/2025|100|5||porcentaje
71|210|2|01/03/2025|05/03/2025|100|5||porcentaje
71|212|2|01/03/2025|05/03/2025|100|5||porcentaje
71|213|2|01/03/2025|05/03/2025|100|4||porcentaje
71|217|2|01/03/2025|05/03/2025|100|5||porcentaje
71|219|2|01/03/2025|05/03/2025|100|4.5||porcentaje
71|224|2|01/03/2025|05/03/2025|100|5||porcentaje
71|233|2|01/03/2025|05/03/2025|100|4.5||porcentaje
71|236|2|01/03/2025|05/03/2025|100|4.5||porcentaje
86|27|2|01/03/2025|05/03/2025|100|1||porcentaje
87|56|2|01/03/2025|05/03/2025|100|2||porcentaje
25|17|2|01/03/2025|05/03/2025|100|2.5||porcentaje
25|22|2|01/03/2025|05/03/2025|100|2||porcentaje
25|142|2|01/03/2025|05/03/2025|100|2||porcentaje
25|147|2|01/03/2025|05/03/2025|100|2.5||porcentaje
25|249|2|01/03/2025|05/03/2025|100|3||porcentaje
25|261|2|01/03/2025|05/03/2025|100|2||porcentaje
26|40|2|01/03/2025|05/03/2025|100|2.5||porcentaje
25|238|2|01/03/2025|05/03/2025|100|1||porcentaje
25|242|2|01/03/2025|05/03/2025|100|1.5||porcentaje
25|244|2|01/03/2025|05/03/2025|100|1.5||porcentaje
26|42|2|01/03/2025|05/03/2025|100|1.5||porcentaje
26|50|2|01/03/2025|05/03/2025|100|1||porcentaje
25|269|2|01/03/2025|05/03/2025|100|1||porcentaje
71|262|2|01/03/2025|05/03/2025|100|4.5||porcentaje
71|263|2|01/03/2025|05/03/2025|100|4.5||porcentaje
71|266|2|01/03/2025|05/03/2025|100|4.5||porcentaje
71|270|2|01/03/2025|05/03/2025|100|4||porcentaje
71|277|2|01/03/2025|05/03/2025|100|5||porcentaje
71|279|2|01/03/2025|05/03/2025|100|4||porcentaje
72|159|2|01/03/2025|05/03/2025|100|4.5||porcentaje
72|163|2|01/03/2025|05/03/2025|100|4.5||porcentaje
72|166|2|01/03/2025|05/03/2025|100|4.5||porcentaje
72|168|2|01/03/2025|05/03/2025|100|4.5||porcentaje
72|173|2|01/03/2025|05/03/2025|100|4||porcentaje
72|176|2|01/03/2025|05/03/2025|100|4||porcentaje
72|179|2|01/03/2025|05/03/2025|100|4.5||porcentaje
72|183|2|01/03/2025|05/03/2025|100|4.5||porcentaje
72|186|2|01/03/2025|05/03/2025|100|4.5||porcentaje
72|202|2|01/03/2025|05/03/2025|100|4.5||porcentaje
72|203|2|01/03/2025|05/03/2025|100|4||porcentaje
72|206|2|01/03/2025|05/03/2025|100|4.5||porcentaje
72|210|2|01/03/2025|05/03/2025|100|4||porcentaje
72|212|2|01/03/2025|05/03/2025|100|4.5||porcentaje
72|213|2|01/03/2025|05/03/2025|100|4||porcentaje
72|217|2|01/03/2025|05/03/2025|100|4.5||porcentaje
72|219|2|01/03/2025|05/03/2025|100|4.5||porcentaje
72|220|2|01/03/2025|05/03/2025|100|5||porcentaje
72|233|2|01/03/2025|05/03/2025|100|5||porcentaje
72|246|2|01/03/2025|05/03/2025|100|4||porcentaje
72|253|2|01/03/2025|05/03/2025|100|4.5||porcentaje
72|262|2|01/03/2025|05/03/2025|100|5||porcentaje
72|263|2|01/03/2025|05/03/2025|100|4.5||porcentaje
72|266|2|01/03/2025|05/03/2025|100|4||porcentaje
72|270|2|01/03/2025|05/03/2025|100|5||porcentaje
72|277|2|01/03/2025|05/03/2025|100|4||porcentaje
73|163|2|01/03/2025|05/03/2025|100|4.5||porcentaje
73|164|2|01/03/2025|05/03/2025|100|4||porcentaje
73|166|2|01/03/2025|05/03/2025|100|4.5||porcentaje
73|168|2|01/03/2025|05/03/2025|100|4||porcentaje
73|173|2|01/03/2025|05/03/2025|100|4.5||porcentaje
73|177|2|01/03/2025|05/03/2025|100|4||porcentaje
73|179|2|01/03/2025|05/03/2025|100|4||porcentaje
73|186|2|01/03/2025|05/03/2025|100|4||porcentaje
73|202|2|01/03/2025|05/03/2025|100|4||porcentaje
8|5|2|01/01/2025|10/01/2025|100|4|Una historia intensa con emociones a flor de piel. A veces duele leerlo, pero vale la pena por la profundidad de los personajes|porcentaje
10|5|2|01/01/2025|10/01/2025|100|3.5|Una historia intensa con emociones a flor de piel. A veces duele leerlo, pero vale la pena por la profundidad de los personajes|porcentaje
12|5|2|01/01/2025|10/01/2025|100|5|Una historia intensa con emociones a flor de piel. A veces duele leerlo, pero vale la pena por la profundidad de los personajes|porcentaje
13|5|2|01/01/2025|10/01/2025|100|2.5|Una historia intensa con emociones a flor de piel. A veces duele leerlo, pero vale la pena por la profundidad de los personajes|porcentaje
14|5|2|01/01/2025|10/01/2025|100|4.5|Una historia intensa con emociones a flor de piel. A veces duele leerlo, pero vale la pena por la profundidad de los personajes|porcentaje
21|5|2|01/01/2025|10/01/2025|100|5|Una historia intensa con emociones a flor de piel. A veces duele leerlo, pero vale la pena por la profundidad de los personajes|porcentaje
107|106|2|01/03/2025|05/03/2025|100|1||porcentaje
25|274|2|01/03/2025|05/03/2025|100|2.5||porcentaje
26|86|2|01/03/2025|05/03/2025|100|2.5||porcentaje
25|285|2|01/03/2025|05/03/2025|100|2||porcentaje
26|121|2|01/03/2025|05/03/2025|100|3||porcentaje
26|69|2|01/03/2025|05/03/2025|100|1.5||porcentaje
26|62|2|01/03/2025|05/03/2025|100|3.5||porcentaje
26|127|2|01/03/2025|05/03/2025|100|2.5||porcentaje
26|138|2|01/03/2025|05/03/2025|100|3||porcentaje
25|282|2|01/03/2025|05/03/2025|100|3.5||porcentaje
25|290|2|01/03/2025|05/03/2025|100|3||porcentaje
26|132|2|01/03/2025|05/03/2025|100|4||porcentaje
26|83|2|01/03/2025|05/03/2025|100|2||porcentaje
25|289|2|01/03/2025|05/03/2025|100|0.5||porcentaje
26|124|2|01/03/2025|05/03/2025|100|1.5||porcentaje
11|39|3|16/01/2025||80|0||porcentaje
11|40|3|17/01/2025||23|0||porcentaje
11|41|3|18/01/2025||45|0||porcentaje
11|13|1|03/01/2025||0|0||porcentaje
11|14|1|04/01/2025||0|0||porcentaje
11|45|3|22/01/2025||39|0||porcentaje
11|1|0|||0|0||porcentaje
11|2|0|||0|0||porcentaje
11|3|0|||0|0||porcentaje
11|6|0|||0|0||porcentaje
11|7|0|||0|0||porcentaje
11|8|0|||0|0||porcentaje
11|9|0|||0|0||porcentaje
11|10|0|||0|0||porcentaje
11|11|0|||0|0||porcentaje
11|12|1|02/01/2025||15|0||porcentaje
11|4|2|||0|5||porcentaje
11|42|4|19/01/2025||0|0||porcentaje
11|43|4|20/01/2025||0|0||porcentaje
11|44|4|21/01/2025||0|0||porcentaje
11|18|1|08/01/2025||0|0||porcentaje
11|19|1|09/01/2025||0|0||porcentaje
11|20|1|10/01/2025||0|0||porcentaje
11|21|1|11/01/2025||0|0||porcentaje
11|23|1|13/01/2025||0|0||porcentaje
11|38|2|15/01/2025|15/02/2025|100|1|Lectura ligera y entretenida. Perfecta para desconectar, aunque algunos giros se sienten predecibles|porcentaje
127|28|2|01/03/2025|05/03/2025|100|1||porcentaje
127|106|2|01/03/2025|05/03/2025|100|2||porcentaje
140|19|2|01/03/2025|05/03/2025|100|0.5||porcentaje
25|295|2|01/03/2025|05/03/2025|100|1||porcentaje
27|14|2|01/03/2025|05/03/2025|100|1.5||porcentaje
27|40|2|01/03/2025|05/03/2025|100|2||porcentaje
27|46|2|01/03/2025|05/03/2025|100|3||porcentaje
27|51|2|01/03/2025|05/03/2025|100|3||porcentaje
26|162|2|01/03/2025|05/03/2025|100|2.5||porcentaje
27|63|2|01/03/2025|05/03/2025|100|2||porcentaje
26|170|2|01/03/2025|05/03/2025|100|3||porcentaje
27|39|2|01/03/2025|05/03/2025|100|1.5||porcentaje
27|41|2|01/03/2025|05/03/2025|100|2||porcentaje
25|298|2|01/03/2025|05/03/2025|100|3.5||porcentaje
27|83|2|01/03/2025|05/03/2025|100|1.5||porcentaje
27|24|2|01/03/2025|05/03/2025|100|2||porcentaje
73|206|2|01/03/2025|05/03/2025|100|5||porcentaje
73|210|2|01/03/2025|05/03/2025|100|4||porcentaje
27|7|2|01/03/2025|05/03/2025|100|3||porcentaje
9|4|2|21/03/2025|21/03/2025|176|5||paginas
27|22|2|01/03/2025|05/03/2025|100|3||porcentaje
27|123|2|01/03/2025|05/03/2025|100|2.5||porcentaje
26|189|2|01/03/2025|05/03/2025|100|2||porcentaje
28|25|2|01/03/2025|05/03/2025|100|2.5||porcentaje
27|116|2|01/03/2025|05/03/2025|100|1.5||porcentaje
26|182|2|01/03/2025|05/03/2025|100|3||porcentaje
26|187|2|01/03/2025|05/03/2025|100|4||porcentaje
27|129|2|01/03/2025|05/03/2025|100|3.5||porcentaje
26|208|2|01/03/2025|05/03/2025|100|3||porcentaje
27|118|2|01/03/2025|05/03/2025|100|1||porcentaje
27|124|2|01/03/2025|05/03/2025|100|2||porcentaje
26|201|2|01/03/2025|05/03/2025|100|1.5||porcentaje
73|212|2|01/03/2025|05/03/2025|100|4||porcentaje
73|213|2|01/03/2025|05/03/2025|100|5||porcentaje
73|217|2|01/03/2025|05/03/2025|100|4.5||porcentaje
73|220|2|01/03/2025|05/03/2025|100|4||porcentaje
73|224|2|01/03/2025|05/03/2025|100|4.5||porcentaje
73|236|2|01/03/2025|05/03/2025|100|4.5||porcentaje
73|246|2|01/03/2025|05/03/2025|100|5||porcentaje
73|262|2|01/03/2025|05/03/2025|100|5||porcentaje
73|263|2|01/03/2025|05/03/2025|100|4||porcentaje
73|266|2|01/03/2025|05/03/2025|100|4.5||porcentaje
48|94|2|01/03/2025|05/03/2025|100|4||porcentaje
73|270|2|01/03/2025|05/03/2025|100|4||porcentaje
73|277|2|01/03/2025|05/03/2025|100|4||porcentaje
73|279|2|01/03/2025|05/03/2025|100|4||porcentaje
73|281|2|01/03/2025|05/03/2025|100|4.5||porcentaje
74|159|2|01/03/2025|05/03/2025|100|4.5||porcentaje
74|163|2|01/03/2025|05/03/2025|100|4.5||porcentaje
74|164|2|01/03/2025|05/03/2025|100|4.5||porcentaje
74|168|2|01/03/2025|05/03/2025|100|4||porcentaje
74|173|2|01/03/2025|05/03/2025|100|4.5||porcentaje
74|177|2|01/03/2025|05/03/2025|100|4||porcentaje
74|179|2|01/03/2025|05/03/2025|100|4.5||porcentaje
74|183|2|01/03/2025|05/03/2025|100|4.5||porcentaje
74|185|2|01/03/2025|05/03/2025|100|5||porcentaje
74|195|2|01/03/2025|05/03/2025|100|4||porcentaje
11|16|2|06/01/2025|15/04/2025|100|0||porcentaje
11|22|2|12/01/2025|15/04/2025|396|0||paginas
11|17|2|06/06/2025|06/06/2025|0|5|Un libro muy bueno 👏👏|porcentaje
74|202|2|01/03/2025|05/03/2025|100|4||porcentaje
74|203|2|01/03/2025|05/03/2025|100|4.5||porcentaje
74|206|2|01/03/2025|05/03/2025|100|4.5||porcentaje
74|210|2|01/03/2025|05/03/2025|100|4.5||porcentaje
74|212|2|01/03/2025|05/03/2025|100|4.5||porcentaje
74|213|2|01/03/2025|05/03/2025|100|4.5||porcentaje
74|217|2|01/03/2025|05/03/2025|100|4||porcentaje
74|219|2|01/03/2025|05/03/2025|100|4.5||porcentaje
74|220|2|01/03/2025|05/03/2025|100|4.5||porcentaje
74|224|2|01/03/2025|05/03/2025|100|4.5||porcentaje
74|233|2|01/03/2025|05/03/2025|100|4.5||porcentaje
74|236|2|01/03/2025|05/03/2025|100|5||porcentaje
74|253|2|01/03/2025|05/03/2025|100|4.5||porcentaje
74|262|2|01/03/2025|05/03/2025|100|4.5||porcentaje
74|263|2|01/03/2025|05/03/2025|100|4||porcentaje
74|266|2|01/03/2025|05/03/2025|100|4.5||porcentaje
74|279|2|01/03/2025|05/03/2025|100|4||porcentaje
28|51|2|01/03/2025|05/03/2025|100|2.5||porcentaje
26|216|2|01/03/2025|05/03/2025|100|3||porcentaje
26|218|2|01/03/2025|05/03/2025|100|3||porcentaje
26|223|2|01/03/2025|05/03/2025|100|2.5||porcentaje
28|96|2|01/03/2025|05/03/2025|100|3||porcentaje
26|225|2|01/03/2025|05/03/2025|100|2||porcentaje
28|99|2|01/03/2025|05/03/2025|100|2.5||porcentaje
26|235|2|01/03/2025|05/03/2025|100|2.5||porcentaje
28|128|2|01/03/2025|05/03/2025|100|3||porcentaje
28|76|2|01/03/2025|05/03/2025|100|3.5||porcentaje
28|88|2|01/03/2025|05/03/2025|100|3||porcentaje
28|97|2|01/03/2025|05/03/2025|100|4||porcentaje
28|111|2|01/03/2025|05/03/2025|100|4||porcentaje
28|132|2|01/03/2025|05/03/2025|100|4||porcentaje
28|136|2|01/03/2025|05/03/2025|100|3.5||porcentaje
28|115|2|01/03/2025|05/03/2025|100|1||porcentaje
28|143|2|01/03/2025|05/03/2025|100|1||porcentaje
28|138|2|01/03/2025|05/03/2025|100|2.5||porcentaje
26|237|2|01/03/2025|05/03/2025|100|2.5||porcentaje
74|281|2|01/03/2025|05/03/2025|100|4||porcentaje
75|159|2|01/03/2025|05/03/2025|100|5||porcentaje
75|163|2|01/03/2025|05/03/2025|100|5||porcentaje
75|164|2|01/03/2025|05/03/2025|100|4.5||porcentaje
75|166|2|01/03/2025|05/03/2025|100|4.5||porcentaje
75|168|2|01/03/2025|05/03/2025|100|4.5||porcentaje
75|173|2|01/03/2025|05/03/2025|100|5||porcentaje
75|176|2|01/03/2025|05/03/2025|100|4.5||porcentaje
75|177|2|01/03/2025|05/03/2025|100|5||porcentaje
75|185|2|01/03/2025|05/03/2025|100|4.5||porcentaje
75|186|2|01/03/2025|05/03/2025|100|4||porcentaje
75|202|2|01/03/2025|05/03/2025|100|4.5||porcentaje
75|206|2|01/03/2025|05/03/2025|100|4.5||porcentaje
75|210|2|01/03/2025|05/03/2025|100|4||porcentaje
75|213|2|01/03/2025|05/03/2025|100|4.5||porcentaje
75|217|2|01/03/2025|05/03/2025|100|4||porcentaje
75|219|2|01/03/2025|05/03/2025|100|4.5||porcentaje
75|220|2|01/03/2025|05/03/2025|100|4.5||porcentaje
75|224|2|01/03/2025|05/03/2025|100|4||porcentaje
75|233|2|01/03/2025|05/03/2025|100|4.5||porcentaje
75|236|2|01/03/2025|05/03/2025|100|5||porcentaje
62|94|2|01/03/2025|05/03/2025|100|4||porcentaje
75|246|2|01/03/2025|05/03/2025|100|4.5||porcentaje
75|266|2|01/03/2025|05/03/2025|100|4.5||porcentaje
75|270|2|01/03/2025|05/03/2025|100|4.5||porcentaje
9|201|1|25/03/2025||100|0||paginas
29|21|2|01/03/2025|05/03/2025|100|2||porcentaje
26|243|2|01/03/2025|05/03/2025|100|1.5||porcentaje
26|248|2|01/03/2025|05/03/2025|100|2.5||porcentaje
29|46|2|01/03/2025|05/03/2025|100|3||porcentaje
29|77|2|01/03/2025|05/03/2025|100|2.5||porcentaje
29|81|2|01/03/2025|05/03/2025|100|3||porcentaje
9|200|2|25/03/2025|25/03/2025|100|4.5||porcentaje
26|265|2|01/03/2025|05/03/2025|100|3.5||porcentaje
29|42|2|01/03/2025|05/03/2025|100|1||porcentaje
29|75|2|01/03/2025|05/03/2025|100|1||porcentaje
29|83|2|01/03/2025|05/03/2025|100|1||porcentaje
29|86|2|01/03/2025|05/03/2025|100|2.5||porcentaje
29|13|2|01/03/2025|05/03/2025|100|2.5||porcentaje
75|277|2|01/03/2025|05/03/2025|100|4.5||porcentaje
75|279|2|01/03/2025|05/03/2025|100|4.5||porcentaje
75|281|2|01/03/2025|05/03/2025|100|4.5||porcentaje
76|159|2|01/03/2025|05/03/2025|100|4.5||porcentaje
76|164|2|01/03/2025|05/03/2025|100|4||porcentaje
76|166|2|01/03/2025|05/03/2025|100|4.5||porcentaje
76|173|2|01/03/2025|05/03/2025|100|4.5||porcentaje
76|176|2|01/03/2025|05/03/2025|100|4.5||porcentaje
76|177|2|01/03/2025|05/03/2025|100|4.5||porcentaje
76|183|2|01/03/2025|05/03/2025|100|4.5||porcentaje
76|185|2|01/03/2025|05/03/2025|100|4.5||porcentaje
76|186|2|01/03/2025|05/03/2025|100|5||porcentaje
76|195|2|01/03/2025|05/03/2025|100|4.5||porcentaje
76|202|2|01/03/2025|05/03/2025|100|4.5||porcentaje
76|206|2|01/03/2025|05/03/2025|100|4||porcentaje
76|210|2|01/03/2025|05/03/2025|100|4.5||porcentaje
76|212|2|01/03/2025|05/03/2025|100|4||porcentaje
76|213|2|01/03/2025|05/03/2025|100|5||porcentaje
76|217|2|01/03/2025|05/03/2025|100|4.5||porcentaje
76|219|2|01/03/2025|05/03/2025|100|4||porcentaje
76|220|2|01/03/2025|05/03/2025|100|4.5||porcentaje
76|224|2|01/03/2025|05/03/2025|100|5||porcentaje
76|233|2|01/03/2025|05/03/2025|100|5||porcentaje
76|246|2|01/03/2025|05/03/2025|100|4.5||porcentaje
76|253|2|01/03/2025|05/03/2025|100|4.5||porcentaje
2|4|2|03/09/2024|09/09/2024|100|4.5||porcentaje
2|23|2|04/11/2024|23/11/2024|100|4|Me sorprendió gratamente. La ambientación es increíble y los diálogos son muy naturales. Sin duda, un libro que recomendaría|porcentaje
2|56|2|04/05/2023|09/06/2023|100|1||porcentaje
2|58|2|09/06/2023|19/06/2023|100|5|Un libro con una prosa hermosa y reflexiva. Cada capítulo deja algo en lo que pensar, aunque puede resultar lento en algunos momentos|porcentaje
4|11|2|21/02/2024|29/02/2024|100|2.5|Una historia cautivadora que engancha desde la primera página. Los personajes están bien construidos y la trama mantiene un buen ritmo hasta el final|porcentaje
6|23|2|01/03/2025|04/03/2025|100|3||porcentaje
7|43|2|11/08/2025|17/08/2025|100|2.5||porcentaje
7|58|2|16/07/2025|31/08/2025|264|4|Ideal para quienes buscan una lectura rápida y divertida. No cambia la vida, pero deja una sonrisa|paginas
7|84|2|19/11/2025|01/12/2025|256|4||paginas
7|85|2|02/12/2025|17/12/2025|100|2||porcentaje
7|13|2|13/12/2025|30/12/2025|384|2.5|Un libro bonito y lleno de enseñanzas. Algunos pasajes son un poco densos, pero la historia merece la pena|paginas
7|4|2|07/01/2025|13/01/2025|176|4||paginas
7|6|2|15/01/2025|22/01/2025|260|3.5|Oscuro, intrigante y con un final que te deja sin palabras. Perfecto para los amantes del suspense|paginas
24|5|2|01/01/2025|10/01/2025|100|3.5|Una historia intensa con emociones a flor de piel. A veces duele leerlo, pero vale la pena por la profundidad de los personajes|porcentaje
11|5|2|01/01/2025|10/01/2025|100|4.5|Una historia intensa con emociones a flor de piel. A veces duele leerlo, pero vale la pena por la profundidad de los personajes|porcentaje
11|24|2|01/01/2025|01/02/2025|100|4.5|Lectura ligera y entretenida. Perfecta para desconectar, aunque algunos giros se sienten predecibles|porcentaje
11|25|2|02/01/2025|02/02/2025|100|3|Lectura ligera y entretenida. Perfecta para desconectar, aunque algunos giros se sienten predecibles|porcentaje
11|26|2|03/01/2025|03/02/2025|100|2.5|Lectura ligera y entretenida. Perfecta para desconectar, aunque algunos giros se sienten predecibles|porcentaje
11|27|2|04/01/2025|04/02/2025|100|4|Lectura ligera y entretenida. Perfecta para desconectar, aunque algunos giros se sienten predecibles|porcentaje
11|28|2|05/01/2025|05/02/2025|100|5|Lectura ligera y entretenida. Perfecta para desconectar, aunque algunos giros se sienten predecibles|porcentaje
11|30|2|07/01/2025|07/02/2025|100|3.5|Lectura ligera y entretenida. Perfecta para desconectar, aunque algunos giros se sienten predecibles|porcentaje
11|31|2|08/01/2025|08/02/2025|100|3|Lectura ligera y entretenida. Perfecta para desconectar, aunque algunos giros se sienten predecibles|porcentaje
11|29|2|06/01/2025|06/02/2025|100|4|Lectura ligera y entretenida. Perfecta para desconectar, aunque algunos giros se sienten predecibles|porcentaje
4|37|2|10/05/2025|10/05/2025|109|5|mi libro fav bla bla bla bla |paginas
11|32|2|09/01/2025|09/02/2025|100|5|Lectura ligera y entretenida. Perfecta para desconectar, aunque algunos giros se sienten predecibles|porcentaje
11|33|2|10/01/2025|10/02/2025|100|4.5|Lectura ligera y entretenida. Perfecta para desconectar, aunque algunos giros se sienten predecibles|porcentaje
11|34|2|11/01/2025|11/02/2025|100|4|Lectura ligera y entretenida. Perfecta para desconectar, aunque algunos giros se sienten predecibles|porcentaje
11|35|2|12/01/2025|12/02/2025|100|4.5|Lectura ligera y entretenida. Perfecta para desconectar, aunque algunos giros se sienten predecibles|porcentaje
11|36|2|13/01/2025|13/02/2025|100|5|Lectura ligera y entretenida. Perfecta para desconectar, aunque algunos giros se sienten predecibles|porcentaje
11|37|2|14/01/2025|14/02/2025|100|2.5|Lectura ligera y entretenida. Perfecta para desconectar, aunque algunos giros se sienten predecibles|porcentaje
26|275|2|01/03/2025|05/03/2025|100|1||porcentaje
29|147|2|01/03/2025|05/03/2025|100|2.5||porcentaje
26|287|2|01/03/2025|05/03/2025|100|2.5||porcentaje
26|294|2|01/03/2025|05/03/2025|100|2.5||porcentaje
29|97|2|01/03/2025|05/03/2025|100|4||porcentaje
26|278|2|01/03/2025|05/03/2025|100|3||porcentaje
29|129|2|01/03/2025|05/03/2025|100|3.5||porcentaje
29|136|2|01/03/2025|05/03/2025|100|3.5||porcentaje
29|144|2|01/03/2025|05/03/2025|100|3.5||porcentaje
26|289|2|01/03/2025|05/03/2025|100|1.5||porcentaje
30|50|2|01/03/2025|05/03/2025|100|1.5||porcentaje
30|40|2|01/03/2025|05/03/2025|100|2.5||porcentaje
30|7|2|01/03/2025|05/03/2025|100|2.5||porcentaje
30|63|2|01/03/2025|05/03/2025|100|2.5||porcentaje
30|77|2|01/03/2025|05/03/2025|100|2.5||porcentaje
30|89|2|01/03/2025|05/03/2025|100|2||porcentaje
30|96|2|01/03/2025|05/03/2025|100|2.5||porcentaje
